<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
US3.ZW;D;24/03/08;000000;102.0000000
US3.ZW;D;25/03/08;000000;1067.5000000
US3.ZW;D;26/03/08;000000;1033.0000000
US3.ZW;D;27/03/08;000000;1014.0000000
US3.ZW;D;28/03/08;000000;989.0000000
US3.ZW;D;31/03/08;000000;929.0000000
US3.ZW;D;01/04/08;000000;895.0000000
US3.ZW;D;02/04/08;000000;936.5000000
US3.ZW;D;03/04/08;000000;937.0000000
US3.ZW;D;04/04/08;000000;974.2500000
US3.ZW;D;07/04/08;000000;921.2500000
US3.ZW;D;08/04/08;000000;934.0000000
US3.ZW;D;09/04/08;000000;934.0000000
US3.ZW;D;10/04/08;000000;923.0000000
US3.ZW;D;11/04/08;000000;896.5000000
US3.ZW;D;14/04/08;000000;896.0000000
US3.ZW;D;15/04/08;000000;895.7500000
US3.ZW;D;16/04/08;000000;924.5000000
US3.ZW;D;17/04/08;000000;913.0000000
US3.ZW;D;18/04/08;000000;870.0000000
US3.ZW;D;21/04/08;000000;845.7500000
US3.ZW;D;22/04/08;000000;851.7500000
US3.ZW;D;23/04/08;000000;817.7500000
US3.ZW;D;24/04/08;000000;809.2500000
US3.ZW;D;25/04/08;000000;800.5000000
US3.ZW;D;28/04/08;000000;826.0000000
US3.ZW;D;29/04/08;000000;794.0000000
US3.ZW;D;30/04/08;000000;787.2500000
US3.ZW;D;01/05/08;000000;776.5000000
US3.ZW;D;02/05/08;000000;796.0000000
US3.ZW;D;05/05/08;000000;792.5000000
US3.ZW;D;06/05/08;000000;818.0000000
US3.ZW;D;07/05/08;000000;807.5000000
US3.ZW;D;08/05/08;000000;822.0000000
US3.ZW;D;09/05/08;000000;804.5000000
US3.ZW;D;12/05/08;000000;805.5000000
US3.ZW;D;13/05/08;000000;795.7500000
US3.ZW;D;14/05/08;000000;764.0000000
US3.ZW;D;15/05/08;000000;771.5000000
US3.ZW;D;16/05/08;000000;775.5000000
US3.ZW;D;19/05/08;000000;791.0000000
US3.ZW;D;20/05/08;000000;784.0000000
US3.ZW;D;21/05/08;000000;778.0000000
US3.ZW;D;22/05/08;000000;745.0000000
US3.ZW;D;23/05/08;000000;752.5000000
US3.ZW;D;27/05/08;000000;759.0000000
US3.ZW;D;28/05/08;000000;759.0000000
US3.ZW;D;29/05/08;000000;743.5000000
US3.ZW;D;30/05/08;000000;761.5000000
US3.ZW;D;02/06/08;000000;782.5000000
US3.ZW;D;03/06/08;000000;750.5000000
US3.ZW;D;04/06/08;000000;753.0000000
US3.ZW;D;05/06/08;000000;785.5000000
US3.ZW;D;06/06/08;000000;811.0000000
US3.ZW;D;09/06/08;000000;788.5000000
US3.ZW;D;10/06/08;000000;809.0000000
US3.ZW;D;11/06/08;000000;869.0000000
US3.ZW;D;12/06/08;000000;851.0000000
US3.ZW;D;13/06/08;000000;882.0000000
US3.ZW;D;16/06/08;000000;876.5000000
US3.ZW;D;17/06/08;000000;898.2500000
US3.ZW;D;18/06/08;000000;904.0000000
US3.ZW;D;19/06/08;000000;881.0000000
US3.ZW;D;20/06/08;000000;866.5000000
US3.ZW;D;23/06/08;000000;866.2500000
US3.ZW;D;24/06/08;000000;870.0000000
US3.ZW;D;25/06/08;000000;901.7500000
US3.ZW;D;26/06/08;000000;924.0000000
US3.ZW;D;27/06/08;000000;912.0000000
US3.ZW;D;30/06/08;000000;858.7500000
US3.ZW;D;01/07/08;000000;864.7500000
US3.ZW;D;02/07/08;000000;880.2500000
US3.ZW;D;03/07/08;000000;887.5000000
US3.ZW;D;07/07/08;000000;836.0000000
US3.ZW;D;08/07/08;000000;836.5000000
US3.ZW;D;09/07/08;000000;825.7500000
US3.ZW;D;10/07/08;000000;818.0000000
US3.ZW;D;11/07/08;000000;830.7500000
US3.ZW;D;14/07/08;000000;818.0000000
US3.ZW;D;15/07/08;000000;811.0000000
US3.ZW;D;16/07/08;000000;834.0000000
US3.ZW;D;17/07/08;000000;809.5000000
US3.ZW;D;18/07/08;000000;804.0000000
US3.ZW;D;21/07/08;000000;791.0000000
US3.ZW;D;22/07/08;000000;796.7500000
US3.ZW;D;23/07/08;000000;783.2500000
US3.ZW;D;24/07/08;000000;787.7500000
US3.ZW;D;25/07/08;000000;811.0000000
US3.ZW;D;28/07/08;000000;797.7500000
US3.ZW;D;29/07/08;000000;792.0000000
US3.ZW;D;30/07/08;000000;787.7500000
US3.ZW;D;31/07/08;000000;783.7500000
US3.ZW;D;01/08/08;000000;794.0000000
US3.ZW;D;04/08/08;000000;758.7500000
US3.ZW;D;05/08/08;000000;780.0000000
US3.ZW;D;06/08/08;000000;765.7500000
US3.ZW;D;07/08/08;000000;822.2500000
US3.ZW;D;08/08/08;000000;765.2500000
US3.ZW;D;11/08/08;000000;793.7500000
US3.ZW;D;12/08/08;000000;790.2500000
US3.ZW;D;13/08/08;000000;850.2500000
US3.ZW;D;14/08/08;000000;864.5000000
US3.ZW;D;15/08/08;000000;824.2500000
US3.ZW;D;18/08/08;000000;859.7500000
US3.ZW;D;19/08/08;000000;845.2500000
US3.ZW;D;20/08/08;000000;874.7500000
US3.ZW;D;21/08/08;000000;897.2500000
US3.ZW;D;22/08/08;000000;865.5000000
US3.ZW;D;25/08/08;000000;840.2500000
US3.ZW;D;26/08/08;000000;830.5000000
US3.ZW;D;27/08/08;000000;802.7500000
US3.ZW;D;28/08/08;000000;789.0000000
US3.ZW;D;29/08/08;000000;779.2500000
US3.ZW;D;02/09/08;000000;744.2500000
US3.ZW;D;03/09/08;000000;752.2500000
US3.ZW;D;04/09/08;000000;755.2500000
US3.ZW;D;05/09/08;000000;729.7500000
US3.ZW;D;08/09/08;000000;722.7500000
US3.ZW;D;09/09/08;000000;730.5000000
US3.ZW;D;10/09/08;000000;725.7500000
US3.ZW;D;11/09/08;000000;726.2500000
US3.ZW;D;12/09/08;000000;719.2500000
US3.ZW;D;15/09/08;000000;727.0000000
US3.ZW;D;16/09/08;000000;690.0000000
US3.ZW;D;17/09/08;000000;725.7500000
US3.ZW;D;18/09/08;000000;692.7500000
US3.ZW;D;19/09/08;000000;718.0000000
US3.ZW;D;22/09/08;000000;737.7500000
US3.ZW;D;23/09/08;000000;750.5000000
US3.ZW;D;24/09/08;000000;730.2500000
US3.ZW;D;25/09/08;000000;736.2500000
US3.ZW;D;26/09/08;000000;716.0000000
US3.ZW;D;29/09/08;000000;668.0000000
US3.ZW;D;30/09/08;000000;680.0000000
US3.ZW;D;01/10/08;000000;669.7500000
US3.ZW;D;02/10/08;000000;636.0000000
US3.ZW;D;03/10/08;000000;640.2500000
US3.ZW;D;06/10/08;000000;595.2500000
US3.ZW;D;07/10/08;000000;603.2500000
US3.ZW;D;08/10/08;000000;608.0000000
US3.ZW;D;09/10/08;000000;604.7500000
US3.ZW;D;10/10/08;000000;563.5000000
US3.ZW;D;13/10/08;000000;588.5000000
US3.ZW;D;14/10/08;000000;573.0000000
US3.ZW;D;15/10/08;000000;555.7500000
US3.ZW;D;16/10/08;000000;555.2500000
US3.ZW;D;17/10/08;000000;566.2500000
US3.ZW;D;20/10/08;000000;563.5000000
US3.ZW;D;21/10/08;000000;549.0000000
US3.ZW;D;22/10/08;000000;517.7500000
US3.ZW;D;23/10/08;000000;523.0000000
US3.ZW;D;24/10/08;000000;516.2500000
US3.ZW;D;27/10/08;000000;529.5000000
US3.ZW;D;28/10/08;000000;514.0000000
US3.ZW;D;29/10/08;000000;561.2500000
US3.ZW;D;30/10/08;000000;538.0000000
US3.ZW;D;31/10/08;000000;536.2500000
US3.ZW;D;03/11/08;000000;562.0000000
US3.ZW;D;04/11/08;000000;572.5000000
US3.ZW;D;05/11/08;000000;537.2500000
US3.ZW;D;06/11/08;000000;522.5000000
US3.ZW;D;07/11/08;000000;521.0000000
US3.ZW;D;10/11/08;000000;520.0000000
US3.ZW;D;11/11/08;000000;523.2500000
US3.ZW;D;12/11/08;000000;533.0000000
US3.ZW;D;13/11/08;000000;538.2500000
US3.ZW;D;14/11/08;000000;554.2500000
US3.ZW;D;17/11/08;000000;533.7500000
US3.ZW;D;18/11/08;000000;529.7500000
US3.ZW;D;19/11/08;000000;527.0000000
US3.ZW;D;20/11/08;000000;511.7500000
US3.ZW;D;21/11/08;000000;499.0000000
US3.ZW;D;24/11/08;000000;537.5000000
US3.ZW;D;25/11/08;000000;534.0000000
US3.ZW;D;26/11/08;000000;535.5000000
US3.ZW;D;28/11/08;000000;542.5000000
US3.ZW;D;01/12/08;000000;509.7500000
US3.ZW;D;02/12/08;000000;509.7500000
US3.ZW;D;03/12/08;000000;519.7500000
US3.ZW;D;04/12/08;000000;486.0000000
US3.ZW;D;05/12/08;000000;475.5000000
US3.ZW;D;08/12/08;000000;490.5000000
US3.ZW;D;09/12/08;000000;489.5000000
US3.ZW;D;10/12/08;000000;509.5000000
US3.ZW;D;11/12/08;000000;507.5000000
US3.ZW;D;12/12/08;000000;513.0000000
US3.ZW;D;15/12/08;000000;520.0000000
US3.ZW;D;16/12/08;000000;544.0000000
US3.ZW;D;17/12/08;000000;557.5000000
US3.ZW;D;18/12/08;000000;571.5000000
US3.ZW;D;19/12/08;000000;563.2500000
US3.ZW;D;22/12/08;000000;569.0000000
US3.ZW;D;23/12/08;000000;575.2500000
US3.ZW;D;24/12/08;000000;582.2500000
US3.ZW;D;26/12/08;000000;599.2500000
US3.ZW;D;29/12/08;000000;592.0000000
US3.ZW;D;30/12/08;000000;604.7500000
US3.ZW;D;31/12/08;000000;610.7500000
US3.ZW;D;02/01/09;000000;611.0000000
US3.ZW;D;05/01/09;000000;616.7500000
US3.ZW;D;06/01/09;000000;643.5000000
US3.ZW;D;07/01/09;000000;613.2500000
US3.ZW;D;08/01/09;000000;612.5000000
US3.ZW;D;09/01/09;000000;629.5000000
US3.ZW;D;12/01/09;000000;569.7500000
US3.ZW;D;13/01/09;000000;570.7500000
US3.ZW;D;14/01/09;000000;574.2500000
US3.ZW;D;15/01/09;000000;568.7500000
US3.ZW;D;16/01/09;000000;578.2500000
US3.ZW;D;20/01/09;000000;550.0000000
US3.ZW;D;21/01/09;000000;571.7500000
US3.ZW;D;22/01/09;000000;566.7500000
US3.ZW;D;23/01/09;000000;582.7500000
US3.ZW;D;26/01/09;000000;592.5000000
US3.ZW;D;27/01/09;000000;584.7500000
US3.ZW;D;28/01/09;000000;595.2500000
US3.ZW;D;29/01/09;000000;578.0000000
US3.ZW;D;30/01/09;000000;568.0000000
US3.ZW;D;02/02/09;000000;563.7500000
US3.ZW;D;03/02/09;000000;552.5000000
US3.ZW;D;04/02/09;000000;542.2500000
US3.ZW;D;05/02/09;000000;561.7500000
US3.ZW;D;06/02/09;000000;557.0000000
US3.ZW;D;09/02/09;000000;565.0000000
US3.ZW;D;10/02/09;000000;556.0000000
US3.ZW;D;11/02/09;000000;543.2500000
US3.ZW;D;12/02/09;000000;538.7500000
US3.ZW;D;13/02/09;000000;535.5000000
US3.ZW;D;17/02/09;000000;515.5000000
US3.ZW;D;18/02/09;000000;510.7500000
US3.ZW;D;19/02/09;000000;519.5000000
US3.ZW;D;20/02/09;000000;519.2500000
US3.ZW;D;23/02/09;000000;510.5000000
US3.ZW;D;24/02/09;000000;515.2500000
US3.ZW;D;25/02/09;000000;524.7500000
US3.ZW;D;26/02/09;000000;525.0000000
US3.ZW;D;27/02/09;000000;521.5000000
US3.ZW;D;02/03/09;000000;506.0000000
US3.ZW;D;03/03/09;000000;501.7500000
US3.ZW;D;04/03/09;000000;523.0000000
US3.ZW;D;05/03/09;000000;515.0000000
US3.ZW;D;06/03/09;000000;527.0000000
US3.ZW;D;09/03/09;000000;523.2500000
US3.ZW;D;10/03/09;000000;532.7500000
US3.ZW;D;11/03/09;000000;508.2500000
US3.ZW;D;12/03/09;000000;525.0000000
US3.ZW;D;13/03/09;000000;518.2500000
US3.ZW;D;16/03/09;000000;544.2500000
US3.ZW;D;17/03/09;000000;552.5000000
US3.ZW;D;18/03/09;000000;530.0000000
US3.ZW;D;19/03/09;000000;555.2500000
US3.ZW;D;20/03/09;000000;550.2500000
US3.ZW;D;23/03/09;000000;549.2500000
US3.ZW;D;24/03/09;000000;535.0000000
US3.ZW;D;25/03/09;000000;508.0000000
US3.ZW;D;26/03/09;000000;514.5000000
US3.ZW;D;27/03/09;000000;507.2500000
US3.ZW;D;30/03/09;000000;512.5000000
US3.ZW;D;31/03/09;000000;532.7500000
US3.ZW;D;01/04/09;000000;525.5000000
US3.ZW;D;02/04/09;000000;550.5000000
US3.ZW;D;03/04/09;000000;563.5000000
US3.ZW;D;06/04/09;000000;557.0000000
US3.ZW;D;07/04/09;000000;539.7500000
US3.ZW;D;08/04/09;000000;532.0000000
US3.ZW;D;09/04/09;000000;522.0000000
US3.ZW;D;13/04/09;000000;523.2500000
US3.ZW;D;14/04/09;000000;522.2500000
US3.ZW;D;15/04/09;000000;515.2500000
US3.ZW;D;16/04/09;000000;524.7500000
US3.ZW;D;17/04/09;000000;523.0000000
US3.ZW;D;20/04/09;000000;504.5000000
US3.ZW;D;21/04/09;000000;509.5000000
US3.ZW;D;22/04/09;000000;516.7500000
US3.ZW;D;23/04/09;000000;529.2500000
US3.ZW;D;24/04/09;000000;532.2500000
US3.ZW;D;27/04/09;000000;508.0000000
US3.ZW;D;28/04/09;000000;510.5000000
US3.ZW;D;29/04/09;000000;532.0000000
US3.ZW;D;30/04/09;000000;536.5000000
US3.ZW;D;01/05/09;000000;570.0000000
US3.ZW;D;04/05/09;000000;551.0000000
US3.ZW;D;05/05/09;000000;553.5000000
US3.ZW;D;06/05/09;000000;558.7500000
US3.ZW;D;07/05/09;000000;570.2500000
US3.ZW;D;08/05/09;000000;591.0000000
US3.ZW;D;11/05/09;000000;590.7500000
US3.ZW;D;12/05/09;000000;592.7500000
US3.ZW;D;13/05/09;000000;588.7500000
US3.ZW;D;14/05/09;000000;593.2500000
US3.ZW;D;15/05/09;000000;577.5000000
US3.ZW;D;18/05/09;000000;590.5000000
US3.ZW;D;19/05/09;000000;588.7500000
US3.ZW;D;20/05/09;000000;597.7500000
US3.ZW;D;21/05/09;000000;593.5000000
US3.ZW;D;22/05/09;000000;612.5000000
US3.ZW;D;26/05/09;000000;612.0000000
US3.ZW;D;27/05/09;000000;625.7500000
US3.ZW;D;28/05/09;000000;630.5000000
US3.ZW;D;29/05/09;000000;637.2500000
US3.ZW;D;01/06/09;000000;674.5000000
US3.ZW;D;02/06/09;000000;669.5000000
US3.ZW;D;03/06/09;000000;617.5000000
US3.ZW;D;04/06/09;000000;635.2500000
US3.ZW;D;05/06/09;000000;623.0000000
US3.ZW;D;08/06/09;000000;598.0000000
US3.ZW;D;09/06/09;000000;613.7500000
US3.ZW;D;10/06/09;000000;596.0000000
US3.ZW;D;11/06/09;000000;594.7500000
US3.ZW;D;12/06/09;000000;584.7500000
US3.ZW;D;15/06/09;000000;575.2500000
US3.ZW;D;16/06/09;000000;565.7500000
US3.ZW;D;17/06/09;000000;566.0000000
US3.ZW;D;18/06/09;000000;560.2500000
US3.ZW;D;19/06/09;000000;555.2500000
US3.ZW;D;22/06/09;000000;546.0000000
US3.ZW;D;23/06/09;000000;546.7500000
US3.ZW;D;24/06/09;000000;539.7500000
US3.ZW;D;25/06/09;000000;533.0000000
US3.ZW;D;26/06/09;000000;563.0000000
US3.ZW;D;29/06/09;000000;557.7500000
US3.ZW;D;30/06/09;000000;540.7500000
US3.ZW;D;01/07/09;000000;535.5000000
US3.ZW;D;02/07/09;000000;529.0000000
US3.ZW;D;06/07/09;000000;519.2500000
US3.ZW;D;07/07/09;000000;512.5000000
US3.ZW;D;08/07/09;000000;517.2500000
US3.ZW;D;09/07/09;000000;522.2500000
US3.ZW;D;10/07/09;000000;518.7500000
US3.ZW;D;13/07/09;000000;542.7500000
US3.ZW;D;14/07/09;000000;530.0000000
US3.ZW;D;15/07/09;000000;534.7500000
US3.ZW;D;16/07/09;000000;533.2500000
US3.ZW;D;17/07/09;000000;541.7500000
US3.ZW;D;20/07/09;000000;542.2500000
US3.ZW;D;21/07/09;000000;534.7500000
US3.ZW;D;22/07/09;000000;522.0000000
US3.ZW;D;23/07/09;000000;531.7500000
US3.ZW;D;24/07/09;000000;516.2500000
US3.ZW;D;27/07/09;000000;520.5000000
US3.ZW;D;28/07/09;000000;516.2500000
US3.ZW;D;29/07/09;000000;511.5000000
US3.ZW;D;30/07/09;000000;516.2500000
US3.ZW;D;31/07/09;000000;528.2500000
US3.ZW;D;03/08/09;000000;549.2500000
US3.ZW;D;04/08/09;000000;542.2500000
US3.ZW;D;05/08/09;000000;528.7500000
US3.ZW;D;06/08/09;000000;500.2500000
US3.ZW;D;07/08/09;000000;489.5000000
US3.ZW;D;10/08/09;000000;494.2500000
US3.ZW;D;11/08/09;000000;485.2500000
US3.ZW;D;12/08/09;000000;490.2500000
US3.ZW;D;13/08/09;000000;481.5000000
US3.ZW;D;14/08/09;000000;481.7500000
US3.ZW;D;17/08/09;000000;471.7500000
US3.ZW;D;18/08/09;000000;470.5000000
US3.ZW;D;19/08/09;000000;466.0000000
US3.ZW;D;20/08/09;000000;469.0000000
US3.ZW;D;21/08/09;000000;460.2500000
US3.ZW;D;24/08/09;000000;471.7500000
US3.ZW;D;25/08/09;000000;471.0000000
US3.ZW;D;26/08/09;000000;478.7500000
US3.ZW;D;27/08/09;000000;475.0000000
US3.ZW;D;28/08/09;000000;467.0000000
US3.ZW;D;31/08/09;000000;498.7500000
US3.ZW;D;01/09/09;000000;487.2500000
US3.ZW;D;02/09/09;000000;485.7500000
US3.ZW;D;03/09/09;000000;478.7500000
US3.ZW;D;04/09/09;000000;471.7500000
US3.ZW;D;08/09/09;000000;459.0000000
US3.ZW;D;09/09/09;000000;456.2500000
US3.ZW;D;10/09/09;000000;458.7500000
US3.ZW;D;11/09/09;000000;467.2500000
US3.ZW;D;14/09/09;000000;454.0000000
US3.ZW;D;15/09/09;000000;470.5000000
US3.ZW;D;16/09/09;000000;467.2500000
US3.ZW;D;17/09/09;000000;461.7500000
US3.ZW;D;18/09/09;000000;457.2500000
US3.ZW;D;21/09/09;000000;456.0000000
US3.ZW;D;22/09/09;000000;455.7500000
US3.ZW;D;23/09/09;000000;460.0000000
US3.ZW;D;24/09/09;000000;473.0000000
US3.ZW;D;25/09/09;000000;449.7500000
US3.ZW;D;28/09/09;000000;455.7500000
US3.ZW;D;29/09/09;000000;447.5000000
US3.ZW;D;30/09/09;000000;457.5000000
US3.ZW;D;01/10/09;000000;452.7500000
US3.ZW;D;02/10/09;000000;441.2500000
US3.ZW;D;05/10/09;000000;442.7500000
US3.ZW;D;06/10/09;000000;460.2500000
US3.ZW;D;07/10/09;000000;463.2500000
US3.ZW;D;08/10/09;000000;474.0000000
US3.ZW;D;09/10/09;000000;468.0000000
US3.ZW;D;12/10/09;000000;494.2500000
US3.ZW;D;13/10/09;000000;511.2500000
US3.ZW;D;14/10/09;000000;513.0000000
US3.ZW;D;15/10/09;000000;505.0000000
US3.ZW;D;16/10/09;000000;498.7500000
US3.ZW;D;19/10/09;000000;517.7500000
US3.ZW;D;20/10/09;000000;517.5000000
US3.ZW;D;21/10/09;000000;542.5000000
US3.ZW;D;22/10/09;000000;551.7500000
US3.ZW;D;23/10/09;000000;547.7500000
US3.ZW;D;26/10/09;000000;527.0000000
US3.ZW;D;27/10/09;000000;503.2500000
US3.ZW;D;28/10/09;000000;494.7500000
US3.ZW;D;29/10/09;000000;503.7500000
US3.ZW;D;30/10/09;000000;494.2500000
US3.ZW;D;02/11/09;000000;516.7500000
US3.ZW;D;03/11/09;000000;515.7500000
US3.ZW;D;04/11/09;000000;521.0000000
US3.ZW;D;05/11/09;000000;512.2500000
US3.ZW;D;06/11/09;000000;497.2500000
US3.ZW;D;09/11/09;000000;520.0000000
US3.ZW;D;10/11/09;000000;523.0000000
US3.ZW;D;11/11/09;000000;531.7500000
US3.ZW;D;12/11/09;000000;531.7500000
US3.ZW;D;13/11/09;000000;539.0000000
US3.ZW;D;16/11/09;000000;562.2500000
US3.ZW;D;17/11/09;000000;574.7500000
US3.ZW;D;18/11/09;000000;566.2500000
US3.ZW;D;19/11/09;000000;562.5000000
US3.ZW;D;20/11/09;000000;559.7500000
US3.ZW;D;23/11/09;000000;557.2500000
US3.ZW;D;24/11/09;000000;533.0000000
US3.ZW;D;25/11/09;000000;550.2500000
US3.ZW;D;27/11/09;000000;548.7500000
US3.ZW;D;30/11/09;000000;588.7500000
US3.ZW;D;01/12/09;000000;584.0000000
US3.ZW;D;02/12/09;000000;576.0000000
US3.ZW;D;03/12/09;000000;571.5000000
US3.ZW;D;04/12/09;000000;558.0000000
US3.ZW;D;07/12/09;000000;548.0000000
US3.ZW;D;08/12/09;000000;539.7500000
US3.ZW;D;09/12/09;000000;535.2500000
US3.ZW;D;10/12/09;000000;537.0000000
US3.ZW;D;11/12/09;000000;537.5000000
US3.ZW;D;14/12/09;000000;543.5000000
US3.ZW;D;15/12/09;000000;536.7500000
US3.ZW;D;16/12/09;000000;537.2500000
US3.ZW;D;17/12/09;000000;518.5000000
US3.ZW;D;18/12/09;000000;528.0000000
US3.ZW;D;21/12/09;000000;519.5000000
US3.ZW;D;22/12/09;000000;523.0000000
US3.ZW;D;23/12/09;000000;529.0000000
US3.ZW;D;24/12/09;000000;524.5000000
US3.ZW;D;28/12/09;000000;550.7500000
US3.ZW;D;29/12/09;000000;541.0000000
US3.ZW;D;30/12/09;000000;544.7500000
US3.ZW;D;31/12/09;000000;541.5000000
US3.ZW;D;04/01/10;000000;557.7500000
US3.ZW;D;05/01/10;000000;553.0000000
US3.ZW;D;06/01/10;000000;567.2500000
US3.ZW;D;07/01/10;000000;557.7500000
US3.ZW;D;08/01/10;000000;568.5000000
US3.ZW;D;11/01/10;000000;572.5000000
US3.ZW;D;12/01/10;000000;535.7500000
US3.ZW;D;13/01/10;000000;537.0000000
US3.ZW;D;14/01/10;000000;527.7500000
US3.ZW;D;15/01/10;000000;510.0000000
US3.ZW;D;19/01/10;000000;500.5000000
US3.ZW;D;20/01/10;000000;497.5000000
US3.ZW;D;21/01/10;000000;499.5000000
US3.ZW;D;22/01/10;000000;498.5000000
US3.ZW;D;25/01/10;000000;498.2500000
US3.ZW;D;26/01/10;000000;494.0000000
US3.ZW;D;27/01/10;000000;483.7500000
US3.ZW;D;28/01/10;000000;487.0000000
US3.ZW;D;29/01/10;000000;474.0000000
US3.ZW;D;01/02/10;000000;474.7500000
US3.ZW;D;02/02/10;000000;487.2500000
US3.ZW;D;03/02/10;000000;469.0000000
US3.ZW;D;04/02/10;000000;475.7500000
US3.ZW;D;05/02/10;000000;473.2500000
US3.ZW;D;08/02/10;000000;484.0000000
US3.ZW;D;09/02/10;000000;482.2500000
US3.ZW;D;10/02/10;000000;496.7500000
US3.ZW;D;11/02/10;000000;493.5000000
US3.ZW;D;12/02/10;000000;486.5000000
US3.ZW;D;15/02/10;000000;486.5000000
US3.ZW;D;16/02/10;000000;505.0000000
US3.ZW;D;17/02/10;000000;494.7500000
US3.ZW;D;18/02/10;000000;485.0000000
US3.ZW;D;19/02/10;000000;489.7500000
US3.ZW;D;22/02/10;000000;501.2500000
US3.ZW;D;23/02/10;000000;491.7500000
US3.ZW;D;24/02/10;000000;500.2500000
US3.ZW;D;25/02/10;000000;489.7500000
US3.ZW;D;26/02/10;000000;519.2500000
US3.ZW;D;01/03/10;000000;504.5000000
US3.ZW;D;02/03/10;000000;504.5000000
US3.ZW;D;03/03/10;000000;515.7500000
US3.ZW;D;04/03/10;000000;502.2500000
US3.ZW;D;05/03/10;000000;493.5000000
US3.ZW;D;08/03/10;000000;495.0000000
US3.ZW;D;09/03/10;000000;489.5000000
US3.ZW;D;10/03/10;000000;481.5000000
US3.ZW;D;11/03/10;000000;478.7500000
US3.ZW;D;12/03/10;000000;485.2500000
US3.ZW;D;15/03/10;000000;479.2500000
US3.ZW;D;16/03/10;000000;487.0000000
US3.ZW;D;17/03/10;000000;496.0000000
US3.ZW;D;18/03/10;000000;489.2500000
US3.ZW;D;19/03/10;000000;483.7500000
US3.ZW;D;22/03/10;000000;486.5000000
US3.ZW;D;23/03/10;000000;476.7500000
US3.ZW;D;24/03/10;000000;476.0000000
US3.ZW;D;25/03/10;000000;466.5000000
US3.ZW;D;26/03/10;000000;464.7500000
US3.ZW;D;29/03/10;000000;464.7500000
US3.ZW;D;30/03/10;000000;472.0000000
US3.ZW;D;31/03/10;000000;450.5000000
US3.ZW;D;01/04/10;000000;454.7500000
US3.ZW;D;05/04/10;000000;453.5000000
US3.ZW;D;06/04/10;000000;463.5000000
US3.ZW;D;07/04/10;000000;475.2500000
US3.ZW;D;08/04/10;000000;469.2500000
US3.ZW;D;09/04/10;000000;465.7500000
US3.ZW;D;12/04/10;000000;467.7500000
US3.ZW;D;13/04/10;000000;476.0000000
US3.ZW;D;14/04/10;000000;474.7500000
US3.ZW;D;15/04/10;000000;480.2500000
US3.ZW;D;16/04/10;000000;490.5000000
US3.ZW;D;19/04/10;000000;467.7500000
US3.ZW;D;20/04/10;000000;486.0000000
US3.ZW;D;21/04/10;000000;487.2500000
US3.ZW;D;22/04/10;000000;498.5000000
US3.ZW;D;23/04/10;000000;493.2500000
US3.ZW;D;26/04/10;000000;476.0000000
US3.ZW;D;27/04/10;000000;478.2500000
US3.ZW;D;28/04/10;000000;476.2500000
US3.ZW;D;29/04/10;000000;484.5000000
US3.ZW;D;30/04/10;000000;503.0000000
US3.ZW;D;03/05/10;000000;501.7500000
