<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
HYDR;D;15/03/10;000000;1.4800000
HYDR;D;16/03/10;000000;1.4640000
HYDR;D;17/03/10;000000;1.4500000
HYDR;D;18/03/10;000000;1.4600000
HYDR;D;19/03/10;000000;1.4420000
HYDR;D;22/03/10;000000;1.4620000
HYDR;D;23/03/10;000000;1.4460000
HYDR;D;24/03/10;000000;1.4530000
HYDR;D;25/03/10;000000;1.4650000
HYDR;D;26/03/10;000000;1.4760000
HYDR;D;29/03/10;000000;1.5010000
HYDR;D;30/03/10;000000;1.5220000
HYDR;D;31/03/10;000000;1.5550000
HYDR;D;01/04/10;000000;1.6780000
HYDR;D;02/04/10;000000;1.6390000
HYDR;D;05/04/10;000000;1.6630000
HYDR;D;06/04/10;000000;1.6400000
HYDR;D;07/04/10;000000;1.5960000
HYDR;D;08/04/10;000000;1.6420000
HYDR;D;09/04/10;000000;1.7390000
HYDR;D;12/04/10;000000;1.7990000
HYDR;D;13/04/10;000000;1.8200000
HYDR;D;14/04/10;000000;1.7860000
HYDR;D;15/04/10;000000;1.7450000
HYDR;D;16/04/10;000000;1.6690000
HYDR;D;19/04/10;000000;1.6850000
HYDR;D;20/04/10;000000;1.7020000
HYDR;D;21/04/10;000000;1.6700000
HYDR;D;22/04/10;000000;1.6200000
HYDR;D;23/04/10;000000;1.6980000
HYDR;D;26/04/10;000000;1.7030000
HYDR;D;27/04/10;000000;1.6760000
HYDR;D;28/04/10;000000;1.6120000
HYDR;D;29/04/10;000000;1.6650000
HYDR;D;30/04/10;000000;1.6870000
HYDR;D;04/05/10;000000;1.6380000
HYDR;D;05/05/10;000000;1.5960000
HYDR;D;06/05/10;000000;1.5710000
HYDR;D;07/05/10;000000;1.4350000
HYDR;D;11/05/10;000000;1.5600000
HYDR;D;12/05/10;000000;1.6370000
HYDR;D;13/05/10;000000;1.6260000
HYDR;D;14/05/10;000000;1.6200000
HYDR;D;17/05/10;000000;1.6280000
HYDR;D;18/05/10;000000;1.6700000
HYDR;D;19/05/10;000000;1.6520000
HYDR;D;20/05/10;000000;1.5550000
HYDR;D;21/05/10;000000;1.5510000
HYDR;D;24/05/10;000000;1.5510000
HYDR;D;25/05/10;000000;1.4700000
HYDR;D;26/05/10;000000;1.6240000
HYDR;D;27/05/10;000000;1.6790000
HYDR;D;28/05/10;000000;1.6400000
HYDR;D;31/05/10;000000;1.6730000
HYDR;D;01/06/10;000000;1.6730000
HYDR;D;02/06/10;000000;1.6620000
HYDR;D;03/06/10;000000;1.6770000
HYDR;D;04/06/10;000000;1.6220000
HYDR;D;07/06/10;000000;1.5800000
HYDR;D;08/06/10;000000;1.5550000
HYDR;D;09/06/10;000000;1.5810000
HYDR;D;10/06/10;000000;1.6330000
HYDR;D;11/06/10;000000;1.6290000
HYDR;D;15/06/10;000000;1.7000000
HYDR;D;16/06/10;000000;1.6810000
HYDR;D;17/06/10;000000;1.7110000
HYDR;D;18/06/10;000000;1.7760000
HYDR;D;21/06/10;000000;1.7900000
HYDR;D;22/06/10;000000;1.7800000
HYDR;D;23/06/10;000000;1.7350000
HYDR;D;24/06/10;000000;1.6930000
HYDR;D;25/06/10;000000;1.6100000
HYDR;D;28/06/10;000000;1.6180000
HYDR;D;29/06/10;000000;1.5660000
HYDR;D;30/06/10;000000;1.5180000
HYDR;D;01/07/10;000000;1.4680000
HYDR;D;02/07/10;000000;1.5340000
HYDR;D;05/07/10;000000;1.5410000
HYDR;D;06/07/10;000000;1.5760000
HYDR;D;07/07/10;000000;1.5430000
HYDR;D;08/07/10;000000;1.5440000
HYDR;D;09/07/10;000000;1.5450000
HYDR;D;12/07/10;000000;1.5890000
HYDR;D;13/07/10;000000;1.6330000
HYDR;D;14/07/10;000000;1.6300000
HYDR;D;15/07/10;000000;1.5750000
HYDR;D;16/07/10;000000;1.5640000
HYDR;D;19/07/10;000000;1.5900000
HYDR;D;20/07/10;000000;1.5830000
HYDR;D;21/07/10;000000;1.5870000
HYDR;D;22/07/10;000000;1.5930000
HYDR;D;23/07/10;000000;1.5850000
HYDR;D;26/07/10;000000;1.5980000
HYDR;D;27/07/10;000000;1.5780000
HYDR;D;28/07/10;000000;1.5480000
HYDR;D;29/07/10;000000;1.5800000
HYDR;D;30/07/10;000000;1.5770000
HYDR;D;02/08/10;000000;1.6330000
HYDR;D;03/08/10;000000;1.6090000
HYDR;D;04/08/10;000000;1.6270000
HYDR;D;05/08/10;000000;1.6150000
HYDR;D;06/08/10;000000;1.6110000
HYDR;D;09/08/10;000000;1.6380000
HYDR;D;10/08/10;000000;1.6360000
HYDR;D;11/08/10;000000;1.6420000
HYDR;D;12/08/10;000000;1.6740000
HYDR;D;13/08/10;000000;1.6730000
HYDR;D;16/08/10;000000;1.6720000
HYDR;D;17/08/10;000000;1.6640000
HYDR;D;18/08/10;000000;1.6450000
HYDR;D;19/08/10;000000;1.6460000
